ROWID,ORDERID,ORDERDATE,ORDERPRIOTORITY,ORDERQUANTITY,SALES,DISCOUNT,SHIPMODE,PROFIT,UNITPRICE,SHIPPINGCOSTS,CUSTOMERNAME,PROVINCE,REGION,CUSTOMERSEGMENT,PRODUCTCATEGORY,PRODUCTSUBCATEGORY,PRODUCTNAME,PRODUCTCONTAINER,PRODUCTBASEMARGIN,SHIPDATE,DATASET,ORDER_YEAR,ORDER_MONTH,SHIP_YEAR,SHIP_MONTH
166,1031,2019-08-31,Medium,34,226.1,0.0,Regular Air,-45.4227,6.37,5.19,Sanjit Jacobs,Quebec,Quebec,Consumer,Office Supplies,Binders and Binder Accessories,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Small Box,0.3306,2019-09-02,Superstore,2019,8,2019,9
224,1447,2022-10-14,High,40,2135.9735,0.07,Regular Air,208.278,65.99,8.99,Barry Gonzalez,Quebec,Quebec,Consumer,Technology,Telephones and Communication,SC-3160,Small Box,0.5133,2022-10-17,Superstore,2022,10,2022,10
311,2150,2019-06-02,Medium,21,3905.75,0.01,Delivery Truck,58.618,179.29,29.21,Vivian Mathis,Quebec,Quebec,Corporate,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",Jumbo Box,0.8056000000000001,2019-06-04,Superstore,2019,6,2019,6
320,2211,2019-06-29,High,22,1651.09,0.05,Regular Air,-2.3086,73.98,12.14,Vivian Mathis,Quebec,Quebec,Home Office,Technology,Computer Peripherals,Keytronic 105-Key Spanish Keyboard,Small Box,0.6499,2019-06-30,Superstore,2019,6,2019,6
321,2211,2019-06-29,High,14,95.89,0.0,Regular Air,-44.9207,5.98,7.15,Vivian Mathis,Quebec,Quebec,Home Office,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Small Box,0.3491999999999999,2019-07-01,Superstore,2019,6,2019,7
322,2211,2019-06-29,High,23,80.38,0.09,Regular Air,-68.9767,3.57,4.17,Vivian Mathis,Quebec,Quebec,Home Office,Office Supplies,Pens & Art Supplies,Barrel Sharpener,Small Pack,0.5722999999999999,2019-07-01,Superstore,2019,6,2019,7
339,2307,2020-06-28,Low,32,182.33,0.1,Regular Air,43.301,5.98,1.49,Carol Adams,Quebec,Quebec,Corporate,Office Supplies,Binders and Binder Accessories,Avery Hanging File Binders,Small Box,0.4134,2020-06-28,Superstore,2020,6,2020,6
345,2370,2019-01-16,Critical,6,679.6,0.02,Regular Air,-74.61120000000001,110.98,13.99,Sanjit Jacobs,Quebec,Quebec,Consumer,Furniture,Office Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Medium Box,0.6003,2019-01-18,Superstore,2019,1,2019,1
346,2370,2019-01-16,Critical,30,257.42,0.01,Regular Air,51.4866,8.01,2.87,Sanjit Jacobs,Quebec,Quebec,Consumer,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Wrap Bag,0.348,2019-01-18,Superstore,2019,1,2019,1
348,2374,2020-10-28,Not Specified,21,78.17,0.01,Express Air,-63.249,2.84,5.44,Vivek Gonzalez,Quebec,Quebec,Consumer,Office Supplies,Binders and Binder Accessories,Avery Round Ring Poly Binders,Small Box,0.3132,2020-10-30,Superstore,2020,10,2020,10
462,3138,2019-02-08,Not Specified,4,718.03,0.07,Express Air,-371.8989,179.99,19.99,Bradley Nguyen,Quebec,Quebec,Consumer,Technology,Computer Peripherals,Motorola SB4200 Cable Modem,Small Box,0.4175999999999999,2019-02-08,Superstore,2019,2,2019,2
463,3141,2021-11-09,Critical,30,534.96,0.08,Regular Air,-25.9184,18.89,3.17,Matt Collister,Quebec,Quebec,Home Office,Technology,Computer Peripherals,"IBM 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",Small Pack,0.6692999999999999,2021-11-11,Superstore,2021,11,2021,11
641,4515,2022-03-16,Critical,7,887.94,0.02,Regular Air,43.0215,120.97,7.11,Vivian Mathis,Quebec,Quebec,Consumer,Technology,Office Machines,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,Medium Box,0.3132,2022-03-17,Superstore,2022,3,2022,3
675,4708,2019-09-30,Critical,29,180.38,0.08,Regular Air,-126.4792,6.48,7.49,Michelle Tran,Quebec,Quebec,Corporate,Office Supplies,Paper,Xerox 220,Small Box,0.3922,2019-10-02,Superstore,2019,9,2019,10
720,5155,2019-06-11,High,14,569.21,0.01,Regular Air,-40.8206,39.98,4.0,Pete Takahito,Quebec,Quebec,Corporate,Technology,Computer Peripherals,Microsoft Natural Keyboard Elite,Small Box,0.742,2019-06-12,Superstore,2019,6,2019,6
752,5382,2022-01-12,Low,30,260.12,0.05,Regular Air,31.7898,8.98,4.19,Michelle Tran,Quebec,Quebec,Consumer,Furniture,Office Furnishings,Nu-Dell Float Frame 11 x 14 1/2,Small Pack,0.3741,2022-01-19,Superstore,2022,1,2022,1
756,5414,2020-03-24,Not Specified,14,284.62,0.1,Express Air,-28.7048,20.98,5.42,Michelle Tran,Quebec,Quebec,Corporate,Office Supplies,Storage & Organization,Acco PermaÂ 3000 Stacking Storage Drawers,Small Box,0.6996000000000001,2020-03-25,Superstore,2020,3,2020,3
894,6433,2021-11-22,Medium,41,159.26,0.01,Regular Air,71.6733,3.69,0.5,Matt Collister,Quebec,Quebec,Home Office,Office Supplies,Labels,Avery 487,Small Box,0.3686,2021-11-23,Superstore,2021,11,2021,11
898,6464,2019-05-28,Medium,1,57.84,0.07,Regular Air,-36.3399,60.97,4.5,Ralph Arnett,Quebec,Quebec,Consumer,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Small Box,0.4872,2019-05-30,Superstore,2019,5,2019,5
899,6464,2019-05-28,Medium,42,3991.99,0.0,Regular Air,-882.2757,90.98,56.2,Ralph Arnett,Quebec,Quebec,Consumer,Furniture,Office Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Medium Box,0.6438,2019-05-30,Superstore,2019,5,2019,5
1064,7846,2021-06-25,Low,47,2926.33,0.09,Regular Air,529.2262000000001,67.28,19.99,Dave Hallsten,Quebec,Quebec,Corporate,Office Supplies,Binders and Binder Accessories,Catalog Binders with Expanding Posts,Small Box,0.424,2021-06-30,Superstore,2021,6,2021,6
1065,7846,2021-06-25,Low,20,40.05,0.1,Regular Air,-10.8332,2.08,1.49,Dave Hallsten,Quebec,Quebec,Corporate,Office Supplies,Binders and Binder Accessories,Economy Binders,Small Box,0.3816,2021-06-30,Superstore,2021,6,2021,6
1066,7846,2021-06-25,Low,20,552.87,0.01,Regular Air,-68.7092,26.31,5.89,Dave Hallsten,Quebec,Quebec,Corporate,Technology,Computer Peripherals,"Micro Innovations Micro 3000 Keyboard, Black",Small Box,0.795,2021-07-02,Superstore,2021,6,2021,7
1067,7846,2021-06-25,Low,12,26.33,0.05,Regular Air,-35.6266,1.76,4.86,Dave Hallsten,Quebec,Quebec,Corporate,Furniture,Office Furnishings,Regeneration Desk Collection,Small Box,0.4346,2021-06-25,Superstore,2021,6,2021,6
1077,7936,2020-04-05,Low,50,2851.17,0.06,Delivery Truck,-921.0128,58.14,36.61,Pete Takahito,Quebec,Quebec,Corporate,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Jumbo Box,0.6466000000000001,2020-04-05,Superstore,2020,4,2020,4
1078,7936,2020-04-05,Low,15,183.43,0.06,Regular Air,-44.3716,12.44,6.27,Pete Takahito,Quebec,Quebec,Corporate,Office Supplies,Storage & Organization,Eldon SimplefileÂ Box OfficeÂ,Medium Box,0.6042,2020-04-10,Superstore,2020,4,2020,4
1118,8195,2021-01-06,Medium,5,51.3,0.05,Express Air,-28.2576,7.28,11.15,Ralph Arnett,Quebec,Quebec,Consumer,Office Supplies,Paper,"ArrayÂ Parchment Paper, Assorted Colors",Small Box,0.3219,2021-01-07,Superstore,2021,1,2021,1
1119,8195,2021-01-06,Medium,1,8.48,0.1,Regular Air,-6.873,5.08,3.63,Ralph Arnett,Quebec,Quebec,Consumer,Furniture,Office Furnishings,"Master Caster Door Stop, Gray",Wrap Bag,0.4437,2021-01-08,Superstore,2021,1,2021,1
1120,8195,2021-01-06,Medium,26,87.52,0.03,Regular Air,-60.9174,3.28,3.97,Ralph Arnett,Quebec,Quebec,Consumer,Office Supplies,Pens & Art Supplies,Newell 337,Wrap Bag,0.4872,2021-01-07,Superstore,2021,1,2021,1
1137,8293,2022-08-10,Low,50,1497.7595,0.04,Regular Air,483.66,35.99,1.1,Jason Klamczynski,Quebec,Quebec,Small Business,Technology,Telephones and Communication,Accessory35,Small Box,0.55,2022-08-15,Superstore,2022,8,2022,8
1270,9248,2019-12-23,Not Specified,41,2811.7,0.09,Regular Air,-2982.0419,71.37,69.0,Michelle Tran,Quebec,Quebec,Home Office,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Large Box,0.6596000000000001,2019-12-24,Superstore,2019,12,2019,12
1284,9347,2022-08-09,Low,31,131.2,0.01,Regular Air,-114.4588,3.95,5.13,Michelle Tran,Quebec,Quebec,Corporate,Office Supplies,Appliances,"Hoover Replacement Belts For Soft GuardÈ & Commercial Ltweight Upright Vacs, 2/Pk",Small Box,0.6254,2022-08-18,Superstore,2022,8,2022,8
1289,9472,2021-06-16,Critical,17,53.91,0.05,Regular Air,18.8859,3.15,0.49,Greg Tran,Quebec,Quebec,Home Office,Office Supplies,Labels,Self-Adhesive Removable Labels,Small Box,0.3589,2021-06-19,Superstore,2021,6,2021,6
1333,9733,2019-03-17,Not Specified,39,223.64,0.1,Regular Air,-87.5522,5.98,5.35,Gene McClure,Quebec,Quebec,Home Office,Office Supplies,Paper,Xerox 1947,Small Box,0.388,2019-03-17,Superstore,2019,3,2019,3
1388,10054,2021-04-28,High,2,203.3,0.08,Regular Air,143.8025,79.52,48.2,Helen Wasserman,Quebec,Quebec,Home Office,Furniture,Office Furnishings,Eldon Cleatmat PlusÈ Chair Mats for High Pile Carpets,Medium Box,0.7178,2021-04-30,Superstore,2021,4,2021,4
1389,10054,2021-04-28,High,2,196.8515,0.09,Regular Air,-588.402,125.99,5.99,Helen Wasserman,Quebec,Quebec,Home Office,Technology,Telephones and Communication,i600,Small Box,0.5432,2021-04-28,Superstore,2021,4,2021,4
1471,10627,2020-02-24,Low,4,40.23,0.05,Regular Air,-29.3522,7.77,9.23,Matt Collister,Quebec,Quebec,Home Office,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Small Box,0.5626,2020-03-01,Superstore,2020,2,2020,3
1472,10629,2019-09-11,Critical,39,341.55,0.06,Regular Air,-270.98900000000003,8.37,10.16,Helen Wasserman,Quebec,Quebec,Corporate,Furniture,Office Furnishings,Westinghouse Clip-On Gooseneck Lamps,Large Box,0.6254,2019-09-13,Superstore,2019,9,2019,9
1473,10629,2019-09-11,Critical,14,98.37,0.09,Express Air,-81.1324,6.48,9.17,Helen Wasserman,Quebec,Quebec,Corporate,Office Supplies,Paper,Xerox 1996,Small Box,0.3922,2019-09-13,Superstore,2019,9,2019,9
1493,10784,2020-07-05,Not Specified,2,19.36,0.1,Regular Air,-11.4945,6.78,6.18,Vivian Mathis,Quebec,Quebec,Home Office,Office Supplies,Paper,Strathmore Photo Mount Cards,Small Box,0.3783,2020-07-06,Superstore,2020,7,2020,7
1494,10784,2020-07-05,Not Specified,30,206.27,0.09,Regular Air,-52.8068,6.81,5.48,Vivian Mathis,Quebec,Quebec,Home Office,Office Supplies,Binders and Binder Accessories,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Small Box,0.3589,2020-07-07,Superstore,2020,7,2020,7
1500,10823,2022-06-12,Low,3,133.9,0.03,Regular Air,-14.1426,43.41,2.99,Helen Wasserman,Quebec,Quebec,Home Office,Office Supplies,Binders and Binder Accessories,Satellite Sectional Post Binders,Small Box,0.3783,2022-06-12,Superstore,2022,6,2022,6
1511,10919,2020-03-27,High,42,2040.95,0.07,Regular Air,-1305.7822,48.91,35.0,Ross DeVincentis,Quebec,Quebec,Corporate,Office Supplies,Storage & Organization,Tennsco Industrial Shelving,Large Box,0.8798,2020-03-27,Superstore,2020,3,2020,3
1585,11429,2020-03-03,Low,39,446.04,0.01,Regular Air,57.2688,10.98,5.14,Jason Klamczynski,Quebec,Quebec,Home Office,Office Supplies,Binders and Binder Accessories,GBC Imprintable Covers,Small Box,0.3491999999999999,2020-03-07,Superstore,2020,3,2020,3
1586,11429,2020-03-03,Low,46,18421.2,0.06,Delivery Truck,-939.9785,400.98,42.52,Jason Klamczynski,Quebec,Quebec,Home Office,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,Jumbo Box,0.6887,2020-03-05,Superstore,2020,3,2020,3
1605,11650,2022-09-24,Not Specified,26,1090.4,0.06,Regular Air,141.8528,40.97,8.99,Valerie Mitchum,Quebec,Quebec,Home Office,Office Supplies,Pens & Art Supplies,Sanford 52201 APSCO Electric Pencil Sharpener,Small Pack,0.5722999999999999,2022-09-26,Superstore,2022,9,2022,9
1793,12837,2022-12-02,Medium,50,1100.21,0.03,Regular Air,420.5823,22.24,1.99,Dave Hallsten,Quebec,Quebec,Home Office,Technology,Computer Peripherals,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Small Pack,0.4170999999999999,2022-12-02,Superstore,2022,12,2022,12
1856,13347,2020-04-23,Not Specified,24,104.89,0.07,Express Air,19.8708,3.8,1.49,Vivek Gonzalez,Quebec,Quebec,Consumer,Office Supplies,Binders and Binder Accessories,Durable Pressboard Binders,Small Box,0.3306,2020-04-24,Superstore,2020,4,2020,4
1861,13381,2021-08-17,Medium,41,10714.78,0.0,Delivery Truck,-546.0468,259.71,66.67,Vivian Mathis,Quebec,Quebec,Consumer,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",Jumbo Box,0.5655,2021-08-17,Superstore,2021,8,2021,8
1905,13634,2021-04-18,High,46,1824.13,0.05,Regular Air,90.9237,39.98,7.12,Bradley Nguyen,Quebec,Quebec,Consumer,Technology,Computer Peripherals,"IBM Active Response Keyboard, Black",Small Box,0.5829000000000001,2021-04-18,Superstore,2021,4,2021,4
1906,13634,2021-04-18,High,27,151.38,0.04,Regular Air,-48.3807,5.58,5.3,Bradley Nguyen,Quebec,Quebec,Consumer,Office Supplies,Envelopes,Staples Brown Kraft Recycled Clasp Envelopes,Small Box,0.3045,2021-04-19,Superstore,2021,4,2021,4
1914,13729,2019-01-01,Not Specified,9,872.48,0.08,Express Air,-332.6227,95.99,35.0,Matt Collister,Quebec,Quebec,Home Office,Office Supplies,Storage & Organization,Safco Industrial Wire Shelving,Large Box,,2019-01-03,Superstore,2019,1,2019,1
1915,13730,2021-05-09,High,26,3617.64,0.07,Delivery Truck,-375.3778,146.34,43.75,Bradley Nguyen,Quebec,Quebec,Corporate,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,Jumbo Box,0.6784,2021-05-11,Superstore,2021,5,2021,5
1972,14113,2021-08-04,High,22,8218.16,0.09,Delivery Truck,-750.9158,376.13,85.63,Helen Wasserman,Quebec,Quebec,Home Office,Furniture,Tables,Bretford Rectangular Conference Table Tops,Jumbo Box,0.7178,2021-08-06,Superstore,2021,8,2021,8
1989,14210,2022-06-26,Not Specified,19,676.79,0.0,Regular Air,206.804,33.29,1.99,Helen Wasserman,Quebec,Quebec,Home Office,Technology,Computer Peripherals,Verbatim 4.7GB DVD-R,Small Pack,0.3976999999999999,2022-06-28,Superstore,2022,6,2022,6
2000,14272,2022-02-12,Medium,32,2409.96,0.07,Regular Air,557.847,80.98,4.5,Vivian Mathis,Quebec,Quebec,Home Office,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Small Box,0.5722999999999999,2022-02-14,Superstore,2022,2,2022,2
2019,14401,2021-08-04,Not Specified,10,931.1495,0.06,Regular Air,-128.83,110.99,2.5,Jason Klamczynski,Quebec,Quebec,Small Business,Technology,Telephones and Communication,T18,Small Box,0.57,2021-08-06,Superstore,2021,8,2021,8
2211,15941,2021-12-10,Not Specified,15,951.09,0.02,Delivery Truck,-214.2984,58.14,36.61,Michelle Tran,Quebec,Quebec,Consumer,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Jumbo Box,0.5307,2021-12-12,Superstore,2021,12,2021,12
2479,18023,2021-02-24,Medium,38,4502.26,0.09,Delivery Truck,1234.0049,120.97,26.3,Valerie Mitchum,Quebec,Quebec,Home Office,Technology,Office Machines,Canon S750 Color Inkjet Printer,Jumbo Drum,0.3686,2021-02-25,Superstore,2021,2,2021,2
2480,18023,2021-02-24,Medium,34,192.23,0.07,Regular Air,-145.3448,5.78,7.64,Valerie Mitchum,Quebec,Quebec,Home Office,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),Small Box,0.3491999999999999,2021-02-25,Superstore,2021,2,2021,2
2526,18341,2020-07-18,Critical,39,237.89,0.0,Regular Air,-143.7762,5.78,7.96,Bradley Nguyen,Quebec,Quebec,Consumer,Office Supplies,Paper,Xerox 196,Small Box,0.3132,2020-07-18,Superstore,2020,7,2020,7
2535,18400,2021-12-06,Not Specified,29,598.49,0.05,Regular Air,29.7192,20.95,4.0,Ralph Arnett,Quebec,Quebec,Consumer,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",Small Box,0.522,2021-12-07,Superstore,2021,12,2021,12
2621,18950,2022-02-27,Low,33,3008.5,0.05,Delivery Truck,1101.9,90.97,14.0,Barry Gonzalez,Quebec,Quebec,Small Business,Technology,Office Machines,Lexmark Z54se Color Inkjet Printer,Jumbo Drum,0.36,2022-03-04,Superstore,2022,2,2022,3
2641,19111,2019-10-04,Low,24,195.83,0.04,Regular Air,9.3873,8.33,1.99,Bart Pistole,Quebec,Quebec,Consumer,Technology,Computer Peripherals,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Small Pack,0.4524,2019-10-09,Superstore,2019,10,2019,10
2644,19139,2020-12-03,Not Specified,15,94.84,0.01,Regular Air,-28.2596,5.98,5.15,Helen Wasserman,Quebec,Quebec,Corporate,Office Supplies,Paper,Xerox 193,Small Box,0.3816,2020-12-04,Superstore,2020,12,2020,12
2672,19332,2022-02-27,High,46,8246.86,0.06,Delivery Truck,-376.9623,179.29,29.21,Barry Gonzalez,Quebec,Quebec,Consumer,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",Jumbo Box,0.6438,2022-02-28,Superstore,2022,2,2022,2
2904,20965,2019-12-20,Critical,38,2315.11,0.06,Regular Air,463.0227,59.76,9.71,Michelle Tran,Quebec,Quebec,Consumer,Office Supplies,Storage & Organization,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Small Box,0.4958999999999999,2019-12-23,Superstore,2019,12,2019,12
2905,20965,2019-12-20,Critical,8,1264.2305,0.07,Regular Air,-386.8803,195.99,4.2,Michelle Tran,Quebec,Quebec,Consumer,Technology,Telephones and Communication,T65,Small Box,0.4872,2019-12-23,Superstore,2019,12,2019,12
2932,21249,2020-09-19,Low,22,1082.8,0.02,Regular Air,299.35,48.58,3.99,Barry Gonzalez,Quebec,Quebec,Small Business,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,Small Box,0.56,2020-09-21,Superstore,2020,9,2020,9
2933,21249,2020-09-19,Low,7,1260.2015,0.03,Regular Air,-523.0,205.99,8.99,Barry Gonzalez,Quebec,Quebec,Small Business,Technology,Telephones and Communication,StarTAC 8000,Small Box,0.6,2020-09-21,Superstore,2020,9,2020,9
3139,22529,2020-05-07,Medium,28,1623.09,0.02,Regular Air,238.5036,56.96,13.22,Vivian Mathis,Quebec,Quebec,Home Office,Office Supplies,Appliances,"ConquestÈ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Small Box,0.5432,2020-05-07,Superstore,2020,5,2020,5
3255,23303,2019-06-20,Not Specified,39,238.49,0.09,Regular Air,-96.1872,6.48,6.22,Ralph Arnett,Quebec,Quebec,Consumer,Office Supplies,Paper,Xerox 1894,Small Box,0.3219,2019-06-22,Superstore,2019,6,2019,6
3274,23398,2019-03-13,Medium,19,123.1,0.06,Regular Air,-79.96640000000001,6.48,7.37,Carol Adams,Quebec,Quebec,Corporate,Office Supplies,Paper,Xerox 210,Small Box,0.3922,2019-03-14,Superstore,2019,3,2019,3
3410,24356,2020-05-11,Medium,37,12612.66,0.06,Delivery Truck,2892.7761,350.99,39.0,Barry Gonzalez,Quebec,Quebec,Consumer,Furniture,Chairs & Chairmats,Global Leather Executive Chair,Jumbo Drum,0.4785,2020-05-13,Superstore,2020,5,2020,5
3539,25188,2021-01-03,Medium,20,1564.1615,0.0,Regular Air,662.0056,85.99,2.5,Valerie Mitchum,Quebec,Quebec,Home Office,Technology,Telephones and Communication,Accessory12,Small Box,0.3394999999999999,2021-01-05,Superstore,2021,1,2021,1
3543,25249,2022-11-06,Medium,34,926.85,0.09,Regular Air,333.1578,28.53,1.49,Vivian Mathis,Quebec,Quebec,Consumer,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder',Small Box,0.3306,2022-11-08,Superstore,2022,11,2022,11
3774,26948,2021-11-22,High,21,203.55,0.03,Express Air,37.442,9.11,2.25,Matt Collister,Quebec,Quebec,Home Office,Office Supplies,Pens & Art Supplies,Dixon Ticonderoga Core-Lock Colored Pencils,Wrap Bag,0.5044,2021-11-23,Superstore,2021,11,2021,11
3819,27232,2020-08-18,Not Specified,19,639.3,0.05,Regular Air,26.2827,34.99,7.73,Ralph Arnett,Quebec,Quebec,Consumer,Office Supplies,Pens & Art Supplies,Hunt BostonÂ Vacuum Mount KS Pencil Sharpener,Small Box,0.5133,2020-08-20,Superstore,2020,8,2020,8
3871,27622,2021-02-06,Medium,4,1280.73,0.09,Delivery Truck,-674.1543,320.64,43.57,Michelle Tran,Quebec,Quebec,Consumer,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Jumbo Box,0.5481,2021-02-07,Superstore,2021,2,2021,2
3928,28002,2019-10-10,Critical,5,43.55,0.1,Regular Air,-3.5308,9.11,2.15,Jason Klamczynski,Quebec,Quebec,Home Office,Office Supplies,Paper,"Black Print Carbonless Snap-OffÂ Rapid Letter, 8 1/2"" x 7""",Wrap Bag,0.388,2019-10-12,Superstore,2019,10,2019,10
3978,28390,2022-02-07,High,44,809.77,0.1,Regular Air,83.48,20.28,6.68,Chad McGuire,Quebec,Quebec,Small Business,Furniture,Office Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",Small Box,0.53,2022-02-09,Superstore,2022,2,2022,2
4108,29223,2022-01-20,High,48,24701.12,0.04,Delivery Truck,7782.251799999999,500.98,26.0,Greg Tran,Quebec,Quebec,Home Office,Furniture,Chairs & Chairmats,Global TroyÈ Executive Leather Low-Back Tilter,Jumbo Drum,0.582,2022-01-22,Superstore,2022,1,2022,1
4134,29351,2021-10-03,Medium,17,5122.61,0.05,Regular Air,1552.1148,304.99,19.99,Sanjit Jacobs,Quebec,Quebec,Consumer,Office Supplies,Binders and Binder Accessories,Ibico Hi-Tech Manual Binding System,Small Box,0.348,2021-10-05,Superstore,2021,10,2021,10
4160,29506,2021-06-14,Critical,46,221.13,0.01,Regular Air,51.939,4.55,1.49,Scott Cohen,Quebec,Quebec,Consumer,Office Supplies,Binders and Binder Accessories,Presstex Flexible Ring Binders,Small Box,0.3045,2021-06-16,Superstore,2021,6,2021,6
4161,29506,2021-06-14,Critical,8,16.35,0.05,Regular Air,-4.8894,1.88,1.49,Scott Cohen,Quebec,Quebec,Consumer,Office Supplies,Binders and Binder Accessories,StaplesÂ General Use 3-Ring Binders,Small Box,0.3219,2021-06-15,Superstore,2021,6,2021,6
4175,29633,2019-06-22,Critical,11,96.01,0.01,Regular Air,-37.6188,7.98,6.5,Scott Cohen,Quebec,Quebec,Consumer,Office Supplies,Storage & Organization,Iris Project Case,Medium Box,0.5133,2019-06-23,Superstore,2019,6,2019,6
4189,29764,2022-07-22,Critical,10,165.09,0.0,Express Air,-8.59,15.01,8.4,Barry Gonzalez,Quebec,Quebec,Small Business,Office Supplies,Binders and Binder Accessories,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Small Box,0.39,2022-07-23,Superstore,2022,7,2022,7
